iter	Logloss
218	0.4118165494
219	0.4112701895
220	0.4104121972
221	0.4097139403
222	0.409174418
223	0.4081225985
224	0.4071411
225	0.4061995563
226	0.4053876372
227	0.4047615221
228	0.4042026937
229	0.4031935278
230	0.4024452626
231	0.4017758471
232	0.4012878094
233	0.4006926559
234	0.4001272284
235	0.3997263009
236	0.3984125474
237	0.3970623138
238	0.3961638045
239	0.3954199659
240	0.3951024354
241	0.3943638035
242	0.393429427
243	0.3928294823
244	0.3919745805
245	0.3915227992
246	0.3908681796
247	0.3903811394
248	0.3895593426
249	0.388326587
250	0.387963448
251	0.3872747896
252	0.3862924724
253	0.3856085048
254	0.3848928601
255	0.3842649113
256	0.3835229841
257	0.3832380318
258	0.3819733081
259	0.3813280261
260	0.3807131419
261	0.3802582927
262	0.379348573
263	0.3784557184
264	0.3777946678
265	0.3769591248
266	0.3765355355
267	0.375527858
268	0.3747185697
269	0.3743296715
270	0.3730060983
271	0.3716716248
272	0.3711227245
273	0.3705247736
274	0.3697118535
275	0.3684682118
276	0.3676188484
277	0.3666734002
278	0.3659038156
279	0.3653735837
280	0.3643438324
281	0.3635185597
282	0.3630809362
283	0.3627521519
284	0.3625457011
285	0.3617146777
286	0.3611123312
287	0.3604167707
288	0.3595532588
289	0.358891213
290	0.3582409927
291	0.3575500332
292	0.3571461998
293	0.3560882364
294	0.355283788
295	0.3545012648
296	0.3537403273
297	0.352749461
298	0.352104105
299	0.351359356
300	0.3505738817
301	0.3502373688
302	0.3496852681
303	0.3486490151
304	0.3482200297
305	0.3477763949
306	0.3469444466
307	0.3464308271
308	0.3456497604
309	0.3451625244
310	0.3445809721
311	0.3438488753
312	0.3434163942
313	0.3424663475
314	0.3416980512
315	0.3412741469
316	0.3404998241
317	0.3398929188
318	0.3392753091
319	0.3386463622
320	0.3380825091
321	0.3369432314
322	0.3361165464
323	0.335447244
324	0.3344059639
325	0.3337861358
326	0.3326933822
327	0.3322468604
328	0.3312671938
329	0.3305787936
330	0.3300905401
331	0.3292805902
332	0.3286578574
333	0.3272754851
334	0.3263135722
335	0.3255829886
336	0.3250133108
337	0.3240395617
338	0.3234675599
339	0.3222781423
340	0.3215160402
341	0.3207889434
342	0.3197461926
343	0.319078445
344	0.3183695595
345	0.3177968861
346	0.3165552551
347	0.3157245433
348	0.3151261031
349	0.3144300733
350	0.3135590977
351	0.3128541601
352	0.3120024527
353	0.3111800698
354	0.31035933
355	0.3095522317
356	0.3088030057
357	0.3080828169
358	0.3071523388
359	0.3064633309
360	0.3057479496
361	0.3050084171
362	0.3043353051
363	0.3036396829
364	0.3024816583
365	0.3017354095
366	0.3012425594
367	0.3003400646
368	0.2998391771
369	0.2992458867
370	0.298580596
371	0.2979710586
372	0.2968955298
373	0.2958214051
374	0.2954252467
375	0.2948740057
376	0.2937733157
377	0.2930587093
378	0.292083664
379	0.2911768405
380	0.2905383585
381	0.2897514424
382	0.2889697266
383	0.2880816365
384	0.2874825688
385	0.2870457107
386	0.2865000789
387	0.2857433259
388	0.285073187
389	0.28443695
390	0.2836914474
391	0.2826835868
392	0.2818417795
393	0.2811473941
394	0.2802823782
395	0.2795053352
396	0.2788783833
397	0.2782484396
398	0.277668117
399	0.2766486818
400	0.2763765381
401	0.2759851618
402	0.2754358828
403	0.2746742653
404	0.2741093141
405	0.2732597907
406	0.2726499615
407	0.2722670661
408	0.271683536
409	0.2708421302
410	0.2702864298
411	0.269552562
412	0.2689906193
413	0.2684696312
414	0.2679448174
415	0.2666696956
416	0.2660996282
417	0.2654439353
418	0.2649286154
419	0.2645199768
420	0.2638113716
421	0.2632603191
422	0.2626654757
423	0.2620651694
424	0.2616106895
425	0.2608857346
426	0.2602153468
427	0.2594509148
428	0.2585440474
429	0.2578002284
430	0.2573107218
431	0.2567611279
432	0.2560737118
433	0.2550933181
434	0.2545237462
435	0.2538724219
436	0.2529948372
437	0.2522284244
438	0.2518438124
439	0.2510578262
440	0.2505004328
441	0.2495274505
442	0.248990432
443	0.2484104513
444	0.2476477581
445	0.2467401687
446	0.2462974999
447	0.2458177631
448	0.2448844643
449	0.2442828462
450	0.2433998779
451	0.2427642121
452	0.2421430663
453	0.2414952417
454	0.2408237233
455	0.2403898063
456	0.2399605076
457	0.239306545
458	0.2386318279
459	0.2379413072
460	0.2370125156
461	0.2363627585
462	0.2358733182
463	0.2354504166
464	0.2350348753
465	0.2344428929
466	0.2338569591
467	0.2332715484
468	0.2327627216
469	0.2320177942
470	0.2314033939
471	0.2309496484
472	0.2302883295
473	0.2294392689
474	0.228928733
475	0.228458112
476	0.2278724311
477	0.2273020056
478	0.2267343618
479	0.2263406233
480	0.2254496874
481	0.2249111483
482	0.2243636324
483	0.2240327675
484	0.2236320446
485	0.2232039673
486	0.2228379833
487	0.222464607
488	0.2219039342
489	0.2213220746
490	0.2209014507
491	0.2204515337
492	0.2199323447
493	0.2192384037
494	0.2188427602
495	0.2183263214
496	0.2174733302
497	0.2170957031
498	0.2168326858
499	0.2162093086
500	0.2155324609
501	0.2151617552
502	0.2146922689
503	0.2141579635
504	0.2137024854
505	0.2131439991
506	0.2125590329
507	0.2122693679
508	0.2117852252
509	0.2114126375
510	0.2108828668
511	0.2104388238
512	0.2100988708
513	0.2095274646
514	0.2091297606
515	0.2084819422
516	0.2079483688
517	0.2075606513
518	0.2071759432
519	0.2064855781
520	0.206114041
521	0.2057522335
522	0.205246103
523	0.2047672553
524	0.2041758176
525	0.2034477717
526	0.2029499759
527	0.202578284
528	0.2019322762
529	0.2013601183
530	0.2010659725
531	0.2006525526
532	0.200298694
533	0.1999070932
534	0.1993257035
535	0.1986794046
536	0.1983164218
537	0.1978590631
538	0.1973373507
539	0.1968154429
540	0.1963751341
541	0.1959014675
542	0.1954730157
543	0.1947611939
544	0.1943536838
545	0.1937991128
546	0.1935487744
547	0.193260966
548	0.1929191292
549	0.1925100404
550	0.1918941757
551	0.1914568251
552	0.1910578967
553	0.1907100932
554	0.1901355296
555	0.1897831779
556	0.18945266
557	0.1887778749
558	0.1882967038
559	0.187901601
560	0.1874071499
561	0.1868237931
562	0.1865648394
563	0.1861534986
564	0.1856782941
565	0.1854325668
566	0.1852375992
567	0.1845547409
568	0.1840110195
569	0.1835862582
570	0.1831629425
571	0.1828500354
572	0.1826103452
573	0.1821335957
574	0.1817144784
575	0.1812988531
576	0.1808330607
577	0.1803086295
578	0.1799336198
579	0.1794405519
580	0.179054501
581	0.1786911578
582	0.1782616801
583	0.1779823933
584	0.177695459
585	0.1772544224
586	0.1768953906
587	0.1765621766
588	0.1761661293
589	0.1758947358
590	0.1755405001
591	0.1751804411
592	0.1747817062
593	0.1744587258
594	0.174147932
595	0.1737984568
596	0.173489547
597	0.1730868398
598	0.1726783205
599	0.1722796397
600	0.171805765
601	0.1712433903
602	0.1707427395
603	0.1703565103
604	0.1699157111
605	0.1697254379
606	0.1694064938
607	0.1689327114
608	0.1685623404
609	0.168106633
610	0.1677605522
611	0.1673820964
612	0.1671940564
613	0.1669218838
614	0.1665972728
615	0.1662732562
616	0.1658597497
617	0.1653181588
618	0.1649259875
619	0.1646460536
620	0.1643418046
621	0.163976177
622	0.1635336609
623	0.163185532
624	0.1628342743
625	0.16241355
626	0.1620769846
627	0.161701349
628	0.1613506166
629	0.1610056728
630	0.1606291138
631	0.1603223326
632	0.1599635449
633	0.159527497
634	0.1590817876
635	0.1586806466
636	0.1584411524
637	0.1580096415
638	0.1576922169
639	0.1574161298
640	0.1571608768
641	0.1569022268
642	0.1565870442
643	0.1562243907
644	0.1560023629
645	0.1557015982
646	0.1552981758
647	0.1549634947
648	0.1546064292
649	0.1542659884
650	0.1539012597
651	0.1534986256
652	0.1530722063
653	0.1527295595
654	0.1524128438
655	0.1518586274
656	0.15144988
657	0.1512514704
658	0.150936738
659	0.1506578934
660	0.1503812309
661	0.1502514396
662	0.1500544478
663	0.1497665616
664	0.1495019951
665	0.1492518924
666	0.1489701367
667	0.1487007582
668	0.1484236554
669	0.1482509518
670	0.1480090925
671	0.1477284323
672	0.1473569091
673	0.1469402649
674	0.1465544507
675	0.1463079369
676	0.1459516922
677	0.1457471589
678	0.1455290529
679	0.1451039994
680	0.1448475321
681	0.1445542032
682	0.1442569216
683	0.1440553035
684	0.1438527075
685	0.1435531154
686	0.1433692009
687	0.1430977077
688	0.1428792306
689	0.1427381255
690	0.1425686139
691	0.1423116048
692	0.1420959959
693	0.1417892813
694	0.1415096896
695	0.1412604331
696	0.1410588246
697	0.1408435265
698	0.1404354817
699	0.1401902371
700	0.1399043225
701	0.1395416028
702	0.1393156004
703	0.1391262144
704	0.1388926285
705	0.1386826613
706	0.1382993378
707	0.1379698711
708	0.1377390704
709	0.137442859
710	0.1373141269
711	0.1369750186
712	0.1367396182
713	0.1364778568
714	0.1362815671
715	0.1359429692
716	0.1357678193
717	0.1356027925
718	0.1352911479
719	0.1351322409
720	0.1348256179
721	0.1345492962
722	0.1342189266
723	0.1340276623
724	0.1337742035
725	0.1336131522
726	0.1332554446
727	0.1330508769
728	0.132874363
729	0.132691279
730	0.1323712789
731	0.1321431317
732	0.1317503592
733	0.1315234746
734	0.1312753989
735	0.1309956548
736	0.1308026704
737	0.1305509559
738	0.1302654556
739	0.1300427073
740	0.1298303284
741	0.1296460307
742	0.1294382979
743	0.1292047667
744	0.1290360952
745	0.1288050634
746	0.1285816969
747	0.1283213089
748	0.128149197
749	0.1279118117
750	0.1276005035
751	0.1274680017
752	0.1273013406
753	0.1269935297
754	0.1268032947
755	0.1266154049
756	0.1264829352
757	0.1262551197
758	0.1260643676
759	0.1258650074
760	0.1256532282
761	0.1254840716
762	0.1253311806
763	0.1250037811
764	0.1247513485
765	0.124513028
766	0.1242642352
767	0.1240277006
768	0.1237602071
769	0.1236504649
770	0.1234648639
771	0.1231750637
772	0.1230207831
773	0.1228274288
774	0.1226497137
775	0.1224141787
776	0.1222181802
777	0.121908067
778	0.1216299769
779	0.1214997522
780	0.1211664343
781	0.1209714523
782	0.1207123237
783	0.1204910604
784	0.1203332282
785	0.1201250745
786	0.1199439016
787	0.119731258
788	0.119505751
789	0.1193492237
790	0.1191162855
791	0.1190081528
792	0.1186850107
793	0.1184887405
794	0.1183505782
795	0.1181811852
796	0.1179323078
797	0.1176384747
798	0.1174091051
799	0.1171022396
800	0.1168467781
801	0.11670774
802	0.1164859166
803	0.1163126704
804	0.1161606527
805	0.1159914872
806	0.1157172027
807	0.1155948255
808	0.115530926
809	0.1153935869
810	0.1152357365
811	0.1150839601
812	0.1148857668
813	0.1146665459
814	0.1144955961
815	0.1143220177
816	0.1140904425
817	0.1138703389
818	0.1136013361
819	0.1135190664
820	0.1132903413
821	0.1131868236
822	0.1130273447
823	0.1128200652
824	0.112689591
825	0.112558631
826	0.1123182015
827	0.112076797
828	0.1118579357
829	0.1116694053
830	0.1114485977
831	0.1112640597
832	0.1110698238
833	0.1109520551
834	0.1106858477
835	0.110563571
836	0.1104527201
837	0.1101948441
838	0.1100101143
839	0.109799141
840	0.1096859355
841	0.1095784389
842	0.1094142858
843	0.1092698731
844	0.1091096441
845	0.1089981805
846	0.1088171417
847	0.1086093417
848	0.1084632108
849	0.108258597
850	0.1080981852
851	0.1079277863
852	0.1078025301
853	0.1076540193
854	0.1074742636
855	0.1072745228
856	0.1071276603
857	0.1069895842
858	0.1067983347
859	0.1066268055
860	0.106386603
861	0.1062334478
862	0.1060954043
863	0.1060366883
864	0.105896147
865	0.1057389284
866	0.1056140443
867	0.1054791855
868	0.1053297897
869	0.1052245052
870	0.1050089084
871	0.1048655614
872	0.1046238685
873	0.1043957024
874	0.1042202022
875	0.104051708
876	0.1038737913
877	0.1037103664
878	0.1035197298
879	0.1033511286
880	0.103210041
881	0.1030482568
882	0.1028780408
883	0.1027886901
884	0.1026299708
885	0.1025084638
886	0.1023307265
887	0.1022477074
888	0.1021529971
889	0.1019934064
890	0.1018194443
891	0.1016444339
892	0.101493352
893	0.1013222637
894	0.1012016116
895	0.1009898298
896	0.1008324908
897	0.1007401557
898	0.1006262156
899	0.100435175
900	0.1003309181
901	0.1001732548
902	0.1000263159
903	0.09987373213
904	0.09971882813
905	0.09959689122
906	0.09948076218
907	0.09933219736
908	0.09911099167
909	0.09897314391
910	0.09873547359
911	0.09858571789
912	0.09845074402
913	0.09828732099
914	0.09809858529
915	0.09798446157
916	0.09783340411
917	0.09767663556
918	0.09756579099
919	0.09745103875
920	0.09730904064
921	0.09712664696
922	0.09701677123
923	0.09694221916
924	0.0968000722
925	0.09659368427
926	0.09643859311
927	0.09633681537
928	0.09616410775
929	0.09599533912
930	0.09588636376
931	0.095701707
932	0.09559811457
933	0.09547625859
934	0.09534658052
935	0.09525118685
936	0.09506915956
937	0.09488607232
938	0.09479323552
939	0.09465809538
940	0.09454108998
941	0.09441533842
942	0.09424966838
943	0.09411236644
944	0.0939795757
945	0.09384092013
946	0.09362851071
947	0.0935151414
948	0.09340653917
949	0.09325437649
950	0.09307034982
951	0.09294426096
952	0.09285397887
953	0.09274546673
954	0.09261569824
955	0.09246962819
956	0.09236945403
957	0.09222586016
958	0.09199685917
959	0.091863597
960	0.09166836993
961	0.09151683753
962	0.09138842808
963	0.09127954222
964	0.09112271935
965	0.09100126022
966	0.09087347193
967	0.09073871742
968	0.09063197545
969	0.09042218175
970	0.09029848344
971	0.09016037077
972	0.09002106084
973	0.08992301362
974	0.08979144369
975	0.08968962667
976	0.08959431363
977	0.08944233999
978	0.08928805016
979	0.08913038286
980	0.08901103997
981	0.08888032968
982	0.08880470489
983	0.08870433782
984	0.08857643105
985	0.08846524871
986	0.08830569411
987	0.08813939402
988	0.08801936557
989	0.08788495711
990	0.08775855068
991	0.08761603087
992	0.08754622759
993	0.08738324387
994	0.08728799852
995	0.08717639671
996	0.08704793147
997	0.08691329356
998	0.08681972206
999	0.08666924288
1000	0.08657531206
1001	0.08647390965
1002	0.08631435974
1003	0.08618595158
1004	0.0860769009
1005	0.08596317609
1006	0.08587581843
1007	0.08577507117
1008	0.08562618393
1009	0.08549732951
1010	0.08544107744
1011	0.08532170228
1012	0.08523755758
1013	0.08507189444
1014	0.08495316639
1015	0.08482789381
1016	0.08469987263
1017	0.08457078314
1018	0.08448287524
1019	0.0844192837
1020	0.08429793497
1021	0.08419205312
1022	0.08410301576
1023	0.08399950978
1024	0.08390376117
1025	0.08383110022
1026	0.0837777418
1027	0.08369219331
1028	0.08359630163
1029	0.08348731754
1030	0.08339457287
1031	0.08330921997
1032	0.0832157157
1033	0.08312770664
1034	0.08302711185
1035	0.08291707208
1036	0.08280040882
1037	0.08272698897
1038	0.0825945816
1039	0.08245076121
1040	0.08233450315
1041	0.0822251666
1042	0.08210605425
1043	0.08202408247
1044	0.08188514189
1045	0.08181884024
1046	0.0817310915
1047	0.0816493728
1048	0.08151935211
1049	0.08142866042
1050	0.08134072907
1051	0.08123031532
1052	0.08110233739
1053	0.08099244699
1054	0.08085439822
1055	0.08077569792
1056	0.08065594245
1057	0.08055154196
1058	0.08045192876
1059	0.08034775881
1060	0.08027474474
1061	0.08020973108
1062	0.08010727707
1063	0.07996415199
1064	0.07985750559
1065	0.07975987251
1066	0.07963972651
1067	0.07954856534
1068	0.07948992132
1069	0.07936893361
1070	0.07925022562
1071	0.07912017161
1072	0.07899472686
1073	0.0788078753
1074	0.07872704868
1075	0.07860254683
1076	0.07847336905
1077	0.07836131114
1078	0.0782495804
1079	0.07814435204
1080	0.07806321373
1081	0.07795067042
1082	0.07786096723
1083	0.07777170917
1084	0.07769198194
1085	0.07762954557
1086	0.07751286162
1087	0.07739842384
1088	0.07729597481
1089	0.07715269061
1090	0.07706429698
1091	0.07696136916
1092	0.07683367214
1093	0.07676668716
1094	0.07666663029
1095	0.07656887338
1096	0.07648298815
1097	0.07637298738
1098	0.07622619228
1099	0.07610971967
1100	0.0759699132
1101	0.07584119148
1102	0.07575438751
1103	0.07567449845
1104	0.07560551216
1105	0.07548867335
1106	0.07539701734
1107	0.07529516137
1108	0.07517123691
1109	0.07506489996
1110	0.07494843717
1111	0.07483325699
1112	0.07474099176
1113	0.07466653853
1114	0.07461453971
1115	0.07448765329
1116	0.07441154853
1117	0.0743177891
1118	0.07417597924
1119	0.07405685669
1120	0.0739453932
1121	0.07389261153
1122	0.07380270285
1123	0.07371575845
1124	0.07363161556
1125	0.07352142865
1126	0.07342673687
1127	0.07333744664
1128	0.07328947242
1129	0.07319883284
1130	0.07311649664
1131	0.07304431872
1132	0.07298091776
1133	0.07289705103
1134	0.07277723182
1135	0.07265463291
1136	0.07257227678
1137	0.07246799429
1138	0.07234988555
1139	0.07230263938
1140	0.07221702072
1141	0.07211322614
1142	0.07201147483
1143	0.07194978582
1144	0.07185623864
1145	0.07173590717
1146	0.07164579536
1147	0.07153546977
1148	0.0714222599
1149	0.07138294057
1150	0.07131122906
1151	0.07124909198
1152	0.0711786442
1153	0.07113253517
1154	0.07104830064
1155	0.07094465806
1156	0.07088626905
1157	0.07080309699
1158	0.07068393176
1159	0.07057933519
1160	0.07049075166
1161	0.07039702548
1162	0.07032475663
1163	0.07025415826
1164	0.07016488628
1165	0.07007373141
1166	0.07000640591
1167	0.06994056841
1168	0.06985241885
1169	0.06980781202
1170	0.06971996946
1171	0.06964419188
1172	0.06955374186
1173	0.06945422978
1174	0.06935941288
1175	0.06926139311
1176	0.06919439353
1177	0.06913485661
1178	0.06910147211
1179	0.06904150182
1180	0.0689786746
1181	0.06893868986
1182	0.0688664428
1183	0.06878040092
1184	0.06866501802
1185	0.06852786263
1186	0.06845687393
1187	0.06835936404
1188	0.0682772104
1189	0.06815821779
1190	0.06807620967
1191	0.06800242609
1192	0.06791095594
1193	0.06782734911
1194	0.06773425774
1195	0.06767663731
1196	0.0675645506
1197	0.06749824321
1198	0.06743347719
1199	0.06737739544
1200	0.06729901223
1201	0.06722135221
1202	0.06716478671
1203	0.06709732121
1204	0.06703407586
1205	0.06696989553
1206	0.06690309688
1207	0.06682199383
1208	0.06671526472
1209	0.06663992855
1210	0.06653622164
1211	0.06642459128
1212	0.06634003492
1213	0.06628701532
1214	0.06619360516
1215	0.06611506047
1216	0.06601240111
1217	0.06589718353
1218	0.06584784628
1219	0.06576481727
1220	0.06569609557
1221	0.06563530653
1222	0.06556811735
1223	0.06550942781
1224	0.06544372589
1225	0.06531956006
1226	0.06528021457
1227	0.06520255946
1228	0.06512760461
1229	0.06509085503
1230	0.06503515561
1231	0.0649526491
1232	0.0648737771
1233	0.06478009615
1234	0.06470500291
1235	0.06463200319
1236	0.06457422288
1237	0.06449785673
1238	0.06441808093
1239	0.06435826438
1240	0.06427473744
1241	0.06418214016
1242	0.06411970545
1243	0.06406747731
1244	0.0639757976
1245	0.06387973474
1246	0.0638270062
1247	0.0637545525
1248	0.06369294442
1249	0.06361761413
1250	0.06353974852
1251	0.06346567731
1252	0.06338021643
1253	0.06331125179
1254	0.06323817292
1255	0.06318873414
1256	0.0631145091
1257	0.06305450835
1258	0.0629899864
1259	0.06292292014
1260	0.06287800811
1261	0.06281190995
1262	0.06273626158
1263	0.06265244988
1264	0.0626063919
1265	0.06253972701
1266	0.06251939927
1267	0.06246831548
1268	0.06240574213
1269	0.06235357575
1270	0.06228374306
1271	0.06222586422
1272	0.06217200485
1273	0.06212329668
1274	0.06202754099
1275	0.06197258197
1276	0.06192835432
1277	0.06186346533
1278	0.06180765155
1279	0.06172182211
1280	0.06165829372
1281	0.06157800828
1282	0.06147721564
1283	0.06140346666
1284	0.06135201334
1285	0.06129456452
1286	0.06123446486
1287	0.06117654016
1288	0.06114286562
1289	0.06105933334
1290	0.06101325712
1291	0.06096133977
1292	0.06089562686
1293	0.06085371405
1294	0.06077697827
1295	0.06073032748
1296	0.06064195899
1297	0.06056620409
1298	0.06046803469
1299	0.06040790791
1300	0.06034813915
1301	0.06026797474
1302	0.06018003449
1303	0.06012923752
1304	0.06007572122
1305	0.06001020832
1306	0.05996807835
1307	0.05990130329
1308	0.0598317828
1309	0.05977214831
1310	0.0597347693
1311	0.05965782192
1312	0.05959478297
1313	0.05952702834
1314	0.05948451319
1315	0.05944671112
1316	0.059408513
1317	0.05931478495
1318	0.05923625375
1319	0.05917675237
1320	0.05913488206
1321	0.05906790796
1322	0.05901580642
1323	0.05895388857
1324	0.05888919536
1325	0.05885960539
1326	0.05880940817
1327	0.05875231622
1328	0.05868355
1329	0.05864584264
1330	0.05859786191
1331	0.05854275482
1332	0.05845853622
1333	0.05840892186
1334	0.05832714714
1335	0.05826381589
1336	0.05819352651
1337	0.05814661055
1338	0.05812117255
1339	0.0580752255
1340	0.05803444514
1341	0.05797326308
1342	0.05792884687
1343	0.05786511065
1344	0.05776900626
1345	0.05772339197
1346	0.05770533039
1347	0.05762708559
1348	0.05756665313
1349	0.05751341423
1350	0.05747766963
1351	0.05742206815
1352	0.05737769845
1353	0.05730062116
1354	0.05725024204
1355	0.05719610337
1356	0.05715478269
1357	0.05709168326
1358	0.05703988012
1359	0.05696875534
1360	0.05690674617
1361	0.05684058981
1362	0.05680378549
1363	0.0567661298
1364	0.05670640241
1365	0.05664809298
1366	0.05655998587
1367	0.05650472403
1368	0.0564629262
1369	0.05641011777
1370	0.05634168834
1371	0.05627462328
1372	0.05623249575
1373	0.05615245543
1374	0.05611428617
1375	0.05605449853
1376	0.05600154405
1377	0.05594017613
1378	0.05590252174
1379	0.05584764234
1380	0.05579501118
1381	0.05571845537
1382	0.05567328879
1383	0.0556342043
1384	0.05557651636
1385	0.05551343897
1386	0.05547343245
1387	0.05542804708
1388	0.0553861308
1389	0.05531292579
1390	0.05526685815
1391	0.05522066819
1392	0.05516840517
1393	0.05509991461
1394	0.0550680913
1395	0.0550236602
1396	0.05496868849
1397	0.05493382933
1398	0.05488262239
1399	0.05481314345
1400	0.05475010801
1401	0.05469687723
1402	0.05464638652
1403	0.05459775898
1404	0.05456415213
1405	0.05452992813
1406	0.0544908065
1407	0.05443753714
1408	0.05437266951
1409	0.0543366625
1410	0.05426458156
1411	0.05422169279
1412	0.05417557485
1413	0.05410669997
1414	0.05405331166
1415	0.05398501962
1416	0.05391306654
1417	0.05383996323
1418	0.05379948054
1419	0.05373409695
1420	0.05367391899
1421	0.05362296119
1422	0.05353810555
1423	0.05350003373
1424	0.05344342807
1425	0.05338651299
1426	0.05333519489
1427	0.05330211713
1428	0.05323674953
1429	0.05318867181
1430	0.05312925884
1431	0.05310109016
1432	0.05305116895
1433	0.05299254571
1434	0.05295966758
1435	0.05292096667
1436	0.05288172491
1437	0.05282554706
1438	0.05279023739
1439	0.05274147807
1440	0.05269734591
1441	0.05263651858
1442	0.05258963132
1443	0.0525476952
1444	0.05249510253
1445	0.05243382196
1446	0.05238266594
1447	0.05235194705
1448	0.05229989233
1449	0.05224856876
1450	0.05219062727
1451	0.05213561648
1452	0.0520818995
1453	0.05204086169
1454	0.05200937095
1455	0.0519808933
1456	0.05194214667
1457	0.05190178534
1458	0.05185903754
1459	0.05182178477
1460	0.05177703965
1461	0.05172042957
1462	0.05168308357
1463	0.05165035556
1464	0.05158331947
1465	0.05154700074
1466	0.05149796701
1467	0.0514381993
1468	0.05137234446
1469	0.05133376492
1470	0.05129374992
1471	0.05125492607
1472	0.05121490671
1473	0.05115652278
1474	0.05111963689
1475	0.05108070163
1476	0.05103318812
1477	0.05098456129
1478	0.05093805452
1479	0.05090506764
1480	0.05085579763
1481	0.05080938392
1482	0.05075859034
1483	0.05069635779
1484	0.05066790666
1485	0.05060197
1486	0.05055428505
1487	0.05050711969
1488	0.05044802173
1489	0.05040704742
1490	0.05033961544
1491	0.05029691595
1492	0.05026285788
1493	0.05019994543
1494	0.0501633039
1495	0.05010616103
1496	0.05006333881
1497	0.05003044799
1498	0.04997200017
1499	0.04991527825
1500	0.0498642794
1501	0.04982676874
1502	0.04979269535
1503	0.0497467921
1504	0.04968664219
1505	0.0496597819
1506	0.04960484104
